,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,NumRevision,NumAdded,NumDeleted,NumAuthor,Label
295,freeswitch-1.5.0/libs/apr/threadproc/os2/threadpriv.c,0.0,0.0,0.0,11.0,62.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,11.0,55.0,0.0,0.0,15.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1,77,0,1,0
296,freeswitch-1.5.0/libs/apr/threadproc/unix/proc.c,0.0,0.0,0.0,104.0,524.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,104.0,451.0,0.0,0.0,62.0,51.0,32.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1,576,0,1,0
297,freeswitch-1.5.0/libs/apr/threadproc/unix/procsup.c,0.0,0.0,0.0,8.0,57.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,8.0,41.0,0.0,0.0,34.0,13.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,1,96,0,1,0
298,freeswitch-1.5.0/libs/apr/threadproc/unix/signals.c,2.0,59.0,0.0,50.0,361.0,89.0,2.0,2.0,2.0,1.0,60.0,2.0,8.0,0.0,0.0,2.0,487.0,22.0,39.0,5.0,1.0,25.0,307.0,179.0,106.0,8.0,5.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,0.64,4.0,4.0,4.0,2.0,1,438,0,1,0
299,freeswitch-1.5.0/libs/apr/threadproc/unix/thread.c,0.0,0.0,0.0,61.0,257.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,6.0,5.0,0.0,0.0,17.0,301.0,40.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,6,280,6,4,1
300,freeswitch-1.5.0/libs/apr/threadproc/unix/threadpriv.c,0.0,0.0,0.0,23.0,90.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,6.0,5.0,0.0,0.0,17.0,95.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,1,106,0,1,0
301,freeswitch-1.5.0/libs/apr/threadproc/win32/proc.c,0.0,0.0,0.0,81.0,702.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,70.0,517.0,0.0,0.0,125.0,168.0,46.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1,818,0,1,0
302,freeswitch-1.5.0/libs/apr/threadproc/win32/signals.c,0.0,0.0,0.0,6.0,37.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,25.0,0.0,0.0,23.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,1,60,0,1,0
303,freeswitch-1.5.0/libs/apr/threadproc/win32/thread.c,0.0,0.0,0.0,35.0,217.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,35.0,192.0,1.0,0.0,30.0,8.0,18.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1,249,0,1,0
304,freeswitch-1.5.0/libs/apr/threadproc/win32/threadpriv.c,0.0,0.0,0.0,12.0,74.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,12.0,68.0,0.0,0.0,15.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,1,89,0,1,0
305,freeswitch-1.5.0/libs/apr/time/unix/time.c,0.0,18.0,4.0,43.0,257.0,53.0,1.0,1.0,1.0,1.0,22.0,0.0,6.0,0.0,0.0,1.0,349.0,38.0,151.0,2.0,0.0,48.0,72.0,52.0,120.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.32,1.0,1.0,1.0,1.0,1,303,0,1,0
306,freeswitch-1.5.0/libs/apr/time/unix/timestr.c,2.0,33.0,2.0,11.0,120.0,22.0,1.0,1.0,1.0,1.0,37.0,2.0,31.0,2.0,0.0,3.0,153.0,11.0,102.0,15.0,42.0,22.0,6.0,16.0,88.0,58.0,14.0,0.0,44.0,1.0,1.0,1.0,1.0,0.0,0.22,3.0,3.0,3.0,3.0,1,142,0,1,0
307,freeswitch-1.5.0/libs/apr/time/win32/access.c,0.0,11.0,0.0,16.0,173.0,15.0,3.0,3.0,3.0,1.0,11.0,0.0,11.0,0.0,0.0,15.0,204.0,16.0,169.0,15.0,17.0,15.0,0.0,4.0,59.0,82.0,15.0,0.0,67.0,4.0,4.0,4.0,3.0,1.0,0.09,44.0,44.0,44.0,29.0,1,188,0,1,0
308,freeswitch-1.5.0/libs/apr/time/win32/time.c,2.0,15.0,3.0,40.0,219.0,69.0,2.0,2.0,2.0,1.0,20.0,2.0,15.0,3.0,0.0,2.0,326.0,32.0,154.0,8.0,5.0,48.0,74.0,22.0,111.0,9.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.31,3.0,3.0,3.0,2.0,1,286,0,1,0
309,freeswitch-1.5.0/libs/apr/time/win32/timestr.c,0.0,0.0,0.0,17.0,172.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,17.0,163.0,0.0,0.0,28.0,1.0,8.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1,199,0,1,0
310,freeswitch-1.5.0/libs/apr/user/netware/groupinfo.c,0.0,0.0,0.0,3.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,10.0,0.0,0.0,15.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,39,0,1,0
311,freeswitch-1.5.0/libs/apr/user/netware/userinfo.c,0.0,6.0,0.0,13.0,42.0,16.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,1.0,70.0,13.0,28.0,3.0,1.0,15.0,3.0,14.0,5.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.54,1.0,1.0,1.0,1.0,1,57,0,1,0
312,freeswitch-1.5.0/libs/apr/user/unix/groupinfo.c,0.0,0.0,0.0,7.0,61.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,5.0,22.0,0.0,0.0,15.0,27.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,1,79,0,1,0
313,freeswitch-1.5.0/libs/apr/user/unix/userinfo.c,1.0,25.0,7.0,22.0,101.0,24.0,2.0,2.0,2.0,1.0,33.0,0.0,14.0,2.0,0.0,1.0,146.0,18.0,57.0,6.0,2.0,17.0,32.0,25.0,37.0,7.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.3,2.0,2.0,2.0,1.0,1,126,0,1,0
314,freeswitch-1.5.0/libs/apr/user/win32/groupinfo.c,0.0,0.0,0.0,5.0,76.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,59.0,0.0,0.0,19.0,3.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,1,96,0,1,0
315,freeswitch-1.5.0/libs/apr/user/win32/userinfo.c,2.0,23.0,5.0,19.0,225.0,37.0,2.0,2.0,2.0,1.0,30.0,2.0,23.0,5.0,0.0,1.0,279.0,19.0,145.0,6.0,2.0,37.0,53.0,28.0,103.0,7.0,6.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.26,2.0,2.0,2.0,1.0,1,263,0,1,0
316,freeswitch-1.5.0/libs/broadvoice/src/bitpack16.c,3.0,16.0,0.0,12.0,40.0,39.0,1.0,1.0,1.0,1.0,19.0,3.0,16.0,0.0,0.0,2.0,91.0,12.0,32.0,7.0,2.0,39.0,1.0,8.0,28.0,9.0,7.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.22,2.0,2.0,2.0,2.0,1,80,0,1,0
317,freeswitch-1.5.0/libs/broadvoice/src/bitpack32.c,3.0,18.0,0.0,12.0,44.0,40.0,1.0,1.0,1.0,1.0,21.0,3.0,18.0,0.0,0.0,2.0,96.0,12.0,36.0,7.0,2.0,40.0,1.0,8.0,32.0,9.0,7.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.11,2.0,2.0,2.0,2.0,1,84,0,1,0
318,freeswitch-1.5.0/libs/broadvoice/src/bitstream.c,0.0,19.0,1.0,9.0,82.0,32.0,3.0,3.0,3.0,1.0,19.0,0.0,19.0,1.0,0.0,4.0,123.0,9.0,74.0,4.0,25.0,32.0,1.0,8.0,33.0,28.0,4.0,0.0,24.0,5.0,5.0,5.0,1.0,2.0,0.43,12.0,12.0,12.0,4.0,1,114,0,1,0
319,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16coarse_pitch.c,23.0,258.0,87.0,28.0,266.0,113.0,45.0,45.0,49.0,21.0,316.0,23.0,258.0,87.0,0.0,1.0,355.0,28.0,258.0,19.0,349.0,113.0,1.0,8.0,155.0,226.0,40.0,0.0,186.0,45.0,45.0,49.0,21.0,6.0,0.44,45.0,45.0,49.0,21.0,1,327,0,1,0
320,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16decoder.c,4.0,28.0,3.0,25.0,125.0,43.0,3.0,3.0,3.0,1.0,35.0,4.0,28.0,3.0,0.0,4.0,192.0,25.0,110.0,24.0,177.0,43.0,1.0,15.0,83.0,74.0,21.0,0.0,53.0,5.0,5.0,5.0,1.0,2.0,0.39,11.0,11.0,11.0,4.0,1,168,0,1,0
321,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16encoder.c,6.0,34.0,7.0,30.0,150.0,59.0,4.0,4.0,4.0,1.0,45.0,6.0,34.0,7.0,0.0,4.0,232.0,30.0,136.0,34.0,194.0,59.0,1.0,14.0,109.0,110.0,31.0,0.0,79.0,10.0,10.0,10.0,1.0,2.0,0.43,15.0,15.0,15.0,4.0,2,205,3,2,0
322,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16excdec.c,1.0,49.0,12.0,5.0,55.0,38.0,4.0,4.0,4.0,1.0,50.0,1.0,49.0,12.0,0.0,1.0,86.0,5.0,49.0,17.0,19.0,38.0,1.0,6.0,32.0,32.0,11.0,0.0,21.0,4.0,4.0,4.0,1.0,2.0,0.78,4.0,4.0,4.0,1.0,1,81,0,1,0
323,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16excquan.c,31.0,196.0,84.0,35.0,204.0,112.0,24.0,24.0,24.0,1.0,274.0,31.0,196.0,84.0,0.0,1.0,314.0,35.0,196.0,48.0,242.0,112.0,1.0,8.0,169.0,191.0,35.0,0.0,156.0,24.0,24.0,24.0,1.0,3.0,0.57,24.0,24.0,24.0,1.0,1,279,0,1,0
324,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16fine_pitch.c,7.0,54.0,4.0,12.0,63.0,32.0,10.0,10.0,10.0,1.0,62.0,7.0,54.0,4.0,0.0,1.0,102.0,12.0,54.0,6.0,96.0,32.0,1.0,9.0,41.0,62.0,16.0,0.0,46.0,10.0,10.0,10.0,1.0,2.0,0.59,10.0,10.0,10.0,1.0,1,90,0,1,0
325,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16gaindec.c,7.0,34.0,6.0,27.0,108.0,45.0,6.0,6.0,6.0,1.0,45.0,7.0,34.0,6.0,0.0,3.0,175.0,27.0,101.0,30.0,172.0,45.0,1.0,7.0,70.0,84.0,21.0,0.0,63.0,10.0,10.0,11.0,1.0,2.0,0.45,17.0,17.0,18.0,3.0,1,148,0,1,0
326,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16gainquan.c,10.0,67.0,16.0,15.0,73.0,43.0,11.0,11.0,12.0,1.0,86.0,10.0,67.0,16.0,0.0,1.0,124.0,15.0,67.0,15.0,119.0,43.0,1.0,6.0,42.0,54.0,11.0,0.0,43.0,11.0,11.0,12.0,1.0,2.0,0.64,11.0,11.0,12.0,1.0,1,109,0,1,0
327,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16levelest.c,7.0,47.0,14.0,11.0,52.0,40.0,6.0,6.0,6.0,1.0,64.0,7.0,47.0,14.0,0.0,1.0,99.0,11.0,47.0,11.0,95.0,40.0,1.0,5.0,13.0,19.0,2.0,0.0,17.0,6.0,6.0,6.0,1.0,1.0,0.85,6.0,6.0,6.0,1.0,1,88,0,1,0
328,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16lspdec.c,4.0,36.0,6.0,21.0,116.0,43.0,6.0,6.0,6.0,1.0,44.0,4.0,36.0,6.0,0.0,3.0,175.0,21.0,109.0,32.0,172.0,43.0,1.0,7.0,84.0,98.0,25.0,0.0,73.0,11.0,11.0,11.0,1.0,2.0,0.39,18.0,18.0,18.0,3.0,1,154,0,1,0
329,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16lspquan.c,7.0,57.0,10.0,30.0,195.0,59.0,10.0,10.0,10.0,1.0,70.0,7.0,57.0,10.0,0.0,3.0,269.0,30.0,188.0,65.0,177.0,59.0,1.0,7.0,129.0,153.0,35.0,0.0,118.0,13.0,13.0,13.0,1.0,3.0,0.31,30.0,30.0,30.0,3.0,1,239,0,1,0
330,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16plc.c,13.0,56.0,41.0,18.0,68.0,67.0,6.0,6.0,6.0,1.0,105.0,13.0,56.0,41.0,0.0,1.0,148.0,18.0,56.0,11.0,104.0,67.0,1.0,12.0,44.0,39.0,11.0,0.0,28.0,6.0,6.0,6.0,1.0,1.0,1.2,6.0,6.0,6.0,1.0,1,130,0,1,0
331,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16postfilter.c,7.0,106.0,19.0,12.0,113.0,46.0,13.0,13.0,16.0,1.0,129.0,7.0,106.0,19.0,0.0,1.0,168.0,12.0,106.0,29.0,161.0,46.0,1.0,7.0,82.0,96.0,24.0,0.0,72.0,13.0,13.0,16.0,1.0,2.0,0.43,13.0,13.0,16.0,1.0,1,156,0,1,0
332,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16ptdec.c,1.0,8.0,0.0,5.0,13.0,26.0,2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,0.0,1.0,44.0,5.0,8.0,3.0,2.0,26.0,1.0,5.0,6.0,7.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,3.25,2.0,2.0,2.0,1.0,1,39,0,1,0
333,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16ptquan.c,6.0,82.0,0.0,11.0,88.0,26.0,9.0,9.0,9.0,1.0,88.0,6.0,82.0,0.0,0.0,1.0,125.0,11.0,82.0,12.0,112.0,26.0,1.0,6.0,71.0,91.0,19.0,0.0,72.0,9.0,9.0,9.0,1.0,2.0,0.32,9.0,9.0,9.0,1.0,1,114,0,1,0
334,freeswitch-1.5.0/libs/broadvoice/src/floating/bv16/bv16tables.c,0.0,0.0,0.0,21.0,356.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,21.0,351.0,351.0,390.0,34.0,1.0,5.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1,385,0,1,0
335,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32coarse_pitch.c,22.0,267.0,87.0,27.0,275.0,113.0,48.0,48.0,52.0,21.0,322.0,22.0,267.0,87.0,0.0,1.0,361.0,27.0,267.0,17.0,355.0,113.0,1.0,8.0,160.0,238.0,43.0,0.0,195.0,48.0,48.0,52.0,21.0,6.0,0.42,48.0,48.0,52.0,21.0,1,334,0,1,0
336,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32decoder.c,5.0,28.0,3.0,27.0,125.0,42.0,3.0,3.0,3.0,1.0,36.0,5.0,28.0,3.0,0.0,4.0,194.0,27.0,111.0,22.0,179.0,42.0,1.0,14.0,82.0,69.0,19.0,0.0,50.0,4.0,4.0,4.0,1.0,2.0,0.38,10.0,10.0,10.0,4.0,1,167,0,1,0
337,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32encoder.c,6.0,34.0,6.0,31.0,151.0,54.0,4.0,4.0,4.0,1.0,45.0,6.0,34.0,6.0,0.0,4.0,232.0,31.0,137.0,37.0,195.0,54.0,1.0,14.0,118.0,121.0,34.0,0.0,87.0,11.0,11.0,11.0,1.0,3.0,0.39,16.0,16.0,16.0,4.0,2,204,3,2,0
338,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32excdec.c,1.0,52.0,12.0,5.0,57.0,38.0,5.0,5.0,5.0,1.0,53.0,1.0,52.0,12.0,0.0,1.0,88.0,5.0,52.0,17.0,20.0,38.0,1.0,5.0,35.0,36.0,12.0,0.0,24.0,5.0,5.0,5.0,1.0,3.0,0.73,5.0,5.0,5.0,1.0,1,83,0,1,0
339,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32excquan.c,22.0,148.0,64.0,27.0,155.0,100.0,19.0,19.0,19.0,1.0,199.0,22.0,148.0,64.0,0.0,1.0,247.0,27.0,148.0,33.0,234.0,100.0,1.0,7.0,123.0,140.0,23.0,0.0,117.0,19.0,19.0,19.0,1.0,3.0,0.68,19.0,19.0,19.0,1.0,1,219,0,1,0
340,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32fine_pitch.c,7.0,64.0,4.0,12.0,73.0,32.0,10.0,10.0,10.0,1.0,72.0,7.0,64.0,4.0,0.0,1.0,112.0,12.0,64.0,16.0,106.0,32.0,1.0,9.0,53.0,62.0,16.0,0.0,46.0,10.0,10.0,10.0,1.0,2.0,0.5,10.0,10.0,10.0,1.0,1,100,0,1,0
341,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32gaindec.c,8.0,41.0,9.0,21.0,87.0,43.0,7.0,7.0,8.0,1.0,54.0,8.0,41.0,9.0,0.0,2.0,145.0,21.0,81.0,22.0,142.0,43.0,1.0,6.0,52.0,67.0,18.0,0.0,49.0,10.0,10.0,11.0,1.0,2.0,0.53,14.0,14.0,15.0,2.0,1,124,0,1,0
342,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32gainquan.c,9.0,61.0,18.0,13.0,67.0,44.0,11.0,11.0,12.0,1.0,80.0,9.0,61.0,18.0,0.0,1.0,116.0,13.0,61.0,15.0,112.0,44.0,1.0,6.0,42.0,54.0,11.0,0.0,43.0,11.0,11.0,12.0,1.0,2.0,0.72,11.0,11.0,12.0,1.0,1,103,0,1,0
343,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32levelest.c,3.0,25.0,7.0,7.0,31.0,33.0,4.0,4.0,4.0,1.0,31.0,3.0,25.0,7.0,0.0,1.0,67.0,7.0,25.0,7.0,64.0,33.0,1.0,6.0,10.0,14.0,2.0,0.0,12.0,4.0,4.0,4.0,1.0,1.0,1.32,4.0,4.0,4.0,1.0,1,61,0,1,0
344,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32lspdec.c,4.0,34.0,5.0,19.0,110.0,41.0,6.0,6.0,6.0,1.0,41.0,4.0,34.0,5.0,0.0,3.0,166.0,19.0,103.0,30.0,163.0,41.0,1.0,7.0,79.0,94.0,24.0,0.0,70.0,11.0,11.0,11.0,1.0,2.0,0.4,18.0,18.0,18.0,3.0,1,147,0,1,0
345,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32lspquan.c,5.0,46.0,9.0,27.0,197.0,64.0,8.0,8.0,8.0,1.0,54.0,5.0,46.0,9.0,0.0,4.0,266.0,27.0,190.0,64.0,160.0,64.0,1.0,7.0,138.0,159.0,41.0,0.0,118.0,13.0,13.0,13.0,1.0,3.0,0.34,33.0,33.0,33.0,4.0,1,239,0,1,0
346,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32plc.c,13.0,65.0,32.0,18.0,77.0,58.0,11.0,11.0,11.0,1.0,107.0,13.0,65.0,32.0,0.0,1.0,150.0,18.0,65.0,10.0,122.0,58.0,1.0,12.0,49.0,52.0,10.0,0.0,42.0,11.0,11.0,11.0,1.0,3.0,0.89,11.0,11.0,11.0,1.0,1,132,0,1,0
347,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32ptdec.c,1.0,8.0,0.0,5.0,13.0,26.0,2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,0.0,1.0,44.0,5.0,8.0,3.0,2.0,26.0,1.0,5.0,6.0,7.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,3.25,2.0,2.0,2.0,1.0,1,39,0,1,0
348,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32ptquan.c,6.0,81.0,0.0,10.0,88.0,26.0,8.0,8.0,8.0,1.0,87.0,6.0,81.0,0.0,0.0,1.0,124.0,10.0,81.0,21.0,114.0,26.0,1.0,7.0,73.0,81.0,19.0,0.0,62.0,8.0,8.0,8.0,1.0,2.0,0.32,8.0,8.0,8.0,1.0,1,114,0,1,0
349,freeswitch-1.5.0/libs/broadvoice/src/floating/bv32/bv32tables.c,0.0,0.0,0.0,23.0,676.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,23.0,670.0,670.0,725.0,51.0,1.0,6.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,1,721,0,1,0
350,freeswitch-1.5.0/libs/broadvoice/src/floating/common/a2lsp.c,8.0,52.0,33.0,25.0,114.0,128.0,8.0,8.0,8.0,1.0,89.0,8.0,52.0,33.0,0.0,2.0,261.0,25.0,104.0,20.0,213.0,128.0,1.0,10.0,69.0,97.0,27.0,0.0,70.0,13.0,13.0,14.0,1.0,4.0,1.23,15.0,15.0,16.0,2.0,1,236,0,1,0
351,freeswitch-1.5.0/libs/broadvoice/src/floating/common/allpole.c,4.0,31.0,14.0,9.0,38.0,42.0,6.0,6.0,6.0,1.0,40.0,4.0,31.0,14.0,0.0,1.0,78.0,9.0,31.0,12.0,13.0,42.0,1.0,7.0,21.0,27.0,6.0,0.0,21.0,6.0,6.0,6.0,1.0,2.0,1.35,6.0,6.0,6.0,1.0,1,69,0,1,0
352,freeswitch-1.5.0/libs/broadvoice/src/floating/common/allzero.c,5.0,32.0,15.0,10.0,39.0,43.0,6.0,6.0,6.0,1.0,43.0,5.0,32.0,15.0,0.0,1.0,81.0,10.0,32.0,13.0,13.0,43.0,1.0,7.0,21.0,27.0,6.0,0.0,21.0,6.0,6.0,6.0,1.0,2.0,1.34,6.0,6.0,6.0,1.0,1,71,0,1,0
353,freeswitch-1.5.0/libs/broadvoice/src/floating/common/autocor.c,2.0,20.0,7.0,8.0,28.0,34.0,4.0,4.0,4.0,1.0,24.0,2.0,20.0,7.0,0.0,1.0,64.0,8.0,20.0,9.0,8.0,34.0,1.0,8.0,14.0,18.0,5.0,0.0,13.0,4.0,4.0,4.0,1.0,2.0,1.7,4.0,4.0,4.0,1.0,1,56,0,1,0
354,freeswitch-1.5.0/libs/broadvoice/src/floating/common/cmtables.c,0.0,0.0,0.0,6.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,6.0,20.0,20.0,17.0,26.0,1.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1,50,0,1,0
355,freeswitch-1.5.0/libs/broadvoice/src/floating/common/levdur.c,4.0,51.0,5.0,8.0,56.0,32.0,9.0,9.0,9.0,5.0,56.0,4.0,51.0,5.0,0.0,1.0,92.0,8.0,51.0,8.0,36.0,32.0,1.0,5.0,42.0,58.0,12.0,0.0,46.0,9.0,9.0,9.0,5.0,2.0,0.63,9.0,9.0,9.0,5.0,1,84,0,1,0
356,freeswitch-1.5.0/libs/broadvoice/src/floating/common/lsp2a.c,1.0,28.0,4.0,6.0,36.0,31.0,5.0,5.0,5.0,1.0,31.0,1.0,28.0,4.0,0.0,1.0,70.0,6.0,28.0,6.0,63.0,31.0,1.0,8.0,23.0,35.0,10.0,0.0,25.0,5.0,5.0,5.0,1.0,2.0,1.11,5.0,5.0,5.0,1.0,1,64,0,1,0
357,freeswitch-1.5.0/libs/broadvoice/src/floating/common/stblchck.c,1.0,19.0,0.0,5.0,24.0,26.0,4.0,4.0,4.0,1.0,20.0,1.0,19.0,0.0,0.0,1.0,55.0,5.0,19.0,3.0,8.0,26.0,1.0,5.0,8.0,12.0,3.0,0.0,9.0,4.0,4.0,4.0,1.0,3.0,1.37,4.0,4.0,4.0,1.0,1,50,0,1,0
358,freeswitch-1.5.0/libs/broadvoice/src/floating/common/stblzlsp.c,13.0,35.0,15.0,17.0,40.0,42.0,9.0,9.0,9.0,1.0,58.0,13.0,35.0,15.0,0.0,1.0,94.0,17.0,35.0,3.0,23.0,42.0,1.0,5.0,20.0,31.0,6.0,0.0,25.0,9.0,9.0,9.0,1.0,3.0,1.2,9.0,9.0,9.0,1.0,1,77,0,1,0
359,freeswitch-1.5.0/libs/broadvoice/src/floating/common/utility.c,1.0,10.0,0.0,9.0,36.0,27.0,2.0,2.0,2.0,1.0,12.0,1.0,10.0,0.0,0.0,3.0,72.0,9.0,31.0,5.0,10.0,27.0,1.0,5.0,14.0,16.0,5.0,0.0,11.0,3.0,3.0,3.0,1.0,2.0,0.87,7.0,7.0,7.0,3.0,1,63,0,1,0
360,freeswitch-1.5.0/libs/broadvoice/src/msvc/gettimeofday.c,1.0,7.0,0.0,3.0,11.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,0.0,0.0,1.0,14.0,3.0,7.0,2.0,2.0,0.0,1.0,4.0,4.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,12,0,1,0
