,Name,NumRevision,NumAdded,NumDeleted,NumAuthor,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountClassCoupledamin,CountDeclClassMethodamin,CountDeclClassVariableamin,CountDeclMethodAllamin,CountDeclMethodPrivateamin,CountDeclMethodPublicamin,MaxInheritanceTreeamin,PercentLackOfCohesionamin,CountDeclInstanceMethodamin,CountDeclInstanceVariableamin,CountClassCoupledamax,CountDeclClassMethodamax,CountDeclClassVariableamax,CountDeclMethodAllamax,CountDeclMethodPrivateamax,CountDeclMethodPublicamax,MaxInheritanceTreeamax,PercentLackOfCohesionamax,CountDeclInstanceMethodamax,CountDeclInstanceVariableamax,CountClassCoupledaverage,CountDeclClassMethodaverage,CountDeclClassVariableaverage,CountDeclMethodAllaverage,CountDeclMethodPrivateaverage,CountDeclMethodPublicaverage,MaxInheritanceTreeaverage,PercentLackOfCohesionaverage,CountDeclInstanceMethodaverage,CountDeclInstanceVariableaverage,Label
265,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/plugin/DefaultReportConfigurationExpander.java,3,59,1,3,5.0,5.0,5.0,1.0,22.0,2.0,20.0,0.0,1.0,1.0,1.0,65,7,35,23,22,16,6,5.0,5.0,1.0,4,0.66,5,5,5,1,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
266,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/plugin/PluginConfigurationExpander.java,6,47,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43,5,8,30,6,6,0,0.0,0.0,0.0,0,3.75,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
267,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/plugin/ReportingConverter.java,2,40,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43,5,8,30,6,6,0,0.0,0.0,0.0,0,3.75,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
268,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/plugin/DefaultPluginConfigurationExpander.java,8,107,37,3,3.0,3.0,3.0,1.0,18.0,3.0,15.0,0.0,1.0,2.0,2.0,83,13,47,23,29,20,9,4.0,4.0,1.0,3,0.49,7,7,7,2,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0
269,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/plugin/ReportConfigurationExpander.java,2,40,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43,5,8,30,6,6,0,0.0,0.0,0.0,0,3.75,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
270,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/plugin/DefaultReportingConverter.java,15,232,32,6,4.0,4.0,4.0,2.0,26.0,4.0,21.0,1.0,1.0,7.0,7.0,240,40,167,33,106,44,62,11.0,11.0,6.0,3,0.2,29,29,34,14,2.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,7.0,0.0,0
271,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/management/DefaultPluginManagementInjector.java,10,188,70,4,3.0,3.0,3.0,1.0,18.0,2.0,16.0,0.0,2.0,4.0,4.0,137,19,95,23,60,42,18,5.0,5.0,1.0,3,0.24,14,14,14,4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,249.0,1.0,1.0,3.0,0.0,3.0,1.0,1.5,0.0,0.0,125.0,0.5,1.0,2.0,0.0,2.0,0.5,0
272,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/management/DependencyManagementInjector.java,4,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44,5,8,31,6,6,0,0.0,0.0,0.0,0,3.88,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
273,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/management/DefaultDependencyManagementInjector.java,6,103,8,4,2.0,2.0,2.0,1.0,12.0,0.0,11.0,0.0,2.0,4.0,4.0,110,15,71,24,42,32,10,5.0,5.0,1.0,3,0.34,10,10,10,4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,249.0,0.0,1.0,3.0,0.0,3.0,1.0,1.5,0.0,0.0,125.0,0.0,1.0,2.0,0.0,2.0,0.5,0
274,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/management/PluginManagementInjector.java,4,56,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44,5,8,31,6,6,0,0.0,0.0,0.0,0,3.88,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
